,_id,ltable_id,rtable_id,ltable_product title,ltable_combo,rtable_product title,rtable_combo
1701,1701,a1563,w2958,lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 8gb ram 500gb hdd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro),lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 8gb ram 500gb hdd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro) lenovo lenovo thinkpad p51s mobile workstation,lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 16gb ram 240gb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro),lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 16gb ram 240gb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro) michaelelectronics2 len-15-01217-p71me5
1739,1739,a1594,w451,hp envy x360 15t 2-in-1 convertible laptop pc (amd 7th gen quad-core fx 9800p apu amd radeon r7 32gb ram 1tb hdd + 512gb ssd 15.6 inch fhd (1920 x 1080) touchscreen win10) dark ash silver,hp envy x360 15t 2-in-1 convertible laptop pc (amd 7th gen quad-core fx 9800p apu amd radeon r7 32gb ram 1tb hdd + 512gb ssd 15.6 inch fhd (1920 x 1080) touchscreen win10) dark ash silver hp hp envy x360 -15t laptop dark ash silver,hp envy x360 15t 2-in-1 convertible laptop pc (amd 7th gen quad-core fx 9800p apu amd radeon r7 graphics 16gb ram 2tb ssd 15.6 inch fhd (1920 x 1080) touchscreen win10 pro) dark ash silver,hp envy x360 15t 2-in-1 convertible laptop pc (amd 7th gen quad-core fx 9800p apu amd radeon r7 graphics 16gb ram 2tb ssd 15.6 inch fhd (1920 x 1080) touchscreen win10 pro) dark ash silver michaelelectronics2 hp-15-02336-x360-fhd-me19
1750,1750,a1602,w1235,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 16gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 home ) natural silver,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 16gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 home ) natural silver michaelelectronics2 hp - 17z laptop,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 8gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 pro ) silk gold,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 8gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 pro ) silk gold michaelelectronics2 hp-17-02340-hdt-me7
1764,1764,a1602,w1317,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 16gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 home ) natural silver,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 16gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 home ) natural silver michaelelectronics2 hp - 17z laptop,hp laptop - 15z touchscreen 15.6-inch (amd dual-core a6-9220 apu amd radeon r4 graphics 16gb ram 512gb ssd 15.6 hd sva wled-backlit touch (1366 x 768) display windows 10 home) natural silver,hp laptop - 15z touchscreen 15.6-inch (amd dual-core a6-9220 apu amd radeon r4 graphics 16gb ram 512gb ssd 15.6 hd sva wled-backlit touch (1366 x 768) display windows 10 home) natural silver michaelelectronics2 hp-15-02342-hd-me9
1770,1770,a1602,w1347,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 16gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 home ) natural silver,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 16gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 home ) natural silver michaelelectronics2 hp - 17z laptop,hp - 17z laptop 17.3 with hd + touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 8gb ram 512gb ssd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 pro ) natural silver,hp - 17z laptop 17.3 with hd + touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 8gb ram 512gb ssd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 pro ) natural silver michaelelectronics2 hp-17-02339-hdt-me11
1779,1779,a1602,w843,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 16gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 home ) natural silver,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 16gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 home ) natural silver michaelelectronics2 hp - 17z laptop,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 8gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 home ) silk gold,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 8gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 home ) silk gold michaelelectronics2 hp-17-02340-hdt-me1
1784,1784,a164,w608,hp 15-f222wm 15.6 touch screen laptop (intel quad core pentium n3540 processor 4gb memory 500gb hard drive windows 10),hp 15-f222wm 15.6 touch screen laptop (intel quad core pentium n3540 processor 4gb memory 500gb hard drive windows 10) hp n5y13ua#aba,hp 15-f222wm – 15.6 laptop touchscreen windows 10 home intel pentium quad-core processor 4gb memory 500gb hard drive,hp 15-f222wm – 15.6 laptop touchscreen windows 10 home intel pentium quad-core processor 4gb memory 500gb hard drive hp n5y13ua#aba
1785,1785,a1649,w2289,2018 premium newest hp 15.6 inch flagship notebook laptop computer (amd dual-core a6-9220 apu 2.5ghz 16gb ddr4 ram 256gb ssd usb 3.1 wifi bluetooth hd webcam super dvd burner windows 10) black,2018 premium newest hp 15.6 inch flagship notebook laptop computer (amd dual-core a6-9220 apu 2.5ghz 16gb ddr4 ram 256gb ssd usb 3.1 wifi bluetooth hd webcam super dvd burner windows 10) black hp hp,premium hp 15.6 inch flagship notebook laptop computer (quad-core amd e2-7110 apu 1.8ghz 4gb ram 500gb hdd amd radeon r2 wifi hd webcam super dvd burner windows 10) black,premium hp 15.6 inch flagship notebook laptop computer (quad-core amd e2-7110 apu 1.8ghz 4gb ram 500gb hdd amd radeon r2 wifi hd webcam super dvd burner windows 10) black hp 
1792,1792,a1667,w774,hp envy 17t 17.3 inch uhd 4k laptop pc (intel 8th gen quad core processor 16gb ram 1tb hdd + 512gb ssd 17.3 4k uhd (3840x2160) display nvidia geforce mx150 4gb dvd win 10 home),hp envy 17t 17.3 inch uhd 4k laptop pc (intel 8th gen quad core processor 16gb ram 1tb hdd + 512gb ssd 17.3 4k uhd (3840x2160) display nvidia geforce mx150 4gb dvd win 10 home) michaelelectronics2 ,hp envy 17t premium 17.3 inch touch laptop (intel 8th gen i7 quad core 16gb ram 4tb ssd (solid state drive) nvidia geforce mx150 17.3 fhd (1920 x 1080) touchscreen dvd win 10 pro),hp envy 17t premium 17.3 inch touch laptop (intel 8th gen i7 quad core 16gb ram 4tb ssd (solid state drive) nvidia geforce mx150 17.3 fhd (1920 x 1080) touchscreen dvd win 10 pro) michaelelectronics2 hp-17-02401-fhd-me15
1833,1833,a1712,w1062,hp envy 17t premium 17.3 inch touch laptop (intel 8th gen i7 quad core 32gb ram 2tb hdd + 1tb ssd nvidia geforce mx150 17.3 fhd (1920 x 1080) touchscreen dvd win 10 pro),hp envy 17t premium 17.3 inch touch laptop (intel 8th gen i7 quad core 32gb ram 2tb hdd + 1tb ssd nvidia geforce mx150 17.3 fhd (1920 x 1080) touchscreen dvd win 10 pro) michaelelectronics2 ,hp pavilion 15t gaming and business power touch laptop ( intel i7 quad core nvidia geforce 1050 32gb ram 2tb hdd + 1tb ssd 15.6 inch full hd (1920 x 1080) touch win 10)-black with acid green,hp pavilion 15t gaming and business power touch laptop ( intel i7 quad core nvidia geforce 1050 32gb ram 2tb hdd + 1tb ssd 15.6 inch full hd (1920 x 1080) touch win 10)-black with acid green michaelelectronics2 hp-15-02332-fhd-me6
1838,1838,a1712,w383,hp envy 17t premium 17.3 inch touch laptop (intel 8th gen i7 quad core 32gb ram 2tb hdd + 1tb ssd nvidia geforce mx150 17.3 fhd (1920 x 1080) touchscreen dvd win 10 pro),hp envy 17t premium 17.3 inch touch laptop (intel 8th gen i7 quad core 32gb ram 2tb hdd + 1tb ssd nvidia geforce mx150 17.3 fhd (1920 x 1080) touchscreen dvd win 10 pro) michaelelectronics2 ,hp envy x360 convertible 15t fhd touch 2-in-1 premium laptop / tablet (intel i7 processor 32gb ram 1tb hdd + 128gb ssd 15.6 inch fhd (1920 x 1080) touchscreen win 10),hp envy x360 convertible 15t fhd touch 2-in-1 premium laptop / tablet (intel i7 processor 32gb ram 1tb hdd + 128gb ssd 15.6 inch fhd (1920 x 1080) touchscreen win 10) michaelelectronics2 hp envy x360 -15t fhd touch laptop
1851,1851,a1712,w961,hp envy 17t premium 17.3 inch touch laptop (intel 8th gen i7 quad core 32gb ram 2tb hdd + 1tb ssd nvidia geforce mx150 17.3 fhd (1920 x 1080) touchscreen dvd win 10 pro),hp envy 17t premium 17.3 inch touch laptop (intel 8th gen i7 quad core 32gb ram 2tb hdd + 1tb ssd nvidia geforce mx150 17.3 fhd (1920 x 1080) touchscreen dvd win 10 pro) michaelelectronics2 ,hp spectre x360 15t premium convertible 2-in-1 laptop in dark ash silver (intel 8th gen i7 quad core 32gb ram 512gb ssd nvidia geforce mx150 15.6 4k uhd 3840x2160 touch stylus pen win 10 home),hp spectre x360 15t premium convertible 2-in-1 laptop in dark ash silver (intel 8th gen i7 quad core 32gb ram 512gb ssd nvidia geforce mx150 15.6 4k uhd 3840x2160 touch stylus pen win 10 home) michaelelectronics2 hp-15-02370-uhd-me4
1855,1855,a1716,w2958,lenovo thinkpad p51 mobile workstation laptop - windows 10 pro - intel quad-core i7-7820hq 64gb ram 2tb ssd 15.6 fhd ips 1920x1080 display nvidia quadro m1200m 4gb gpu fingerprint reader,lenovo thinkpad p51 mobile workstation laptop - windows 10 pro - intel quad-core i7-7820hq 64gb ram 2tb ssd 15.6 fhd ips 1920x1080 display nvidia quadro m1200m 4gb gpu fingerprint reader lenovo thinkpad p51,lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 16gb ram 240gb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro),lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 16gb ram 240gb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro) michaelelectronics2 len-15-01217-p71me5
1899,1899,a1728,w3060,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color lenovo ,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
1924,1924,a1728,w3093,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color lenovo ,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
1967,1967,a1728,w3185,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color lenovo ,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 20gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 20gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
1983,1983,a1728,w3201,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color lenovo ,pcie touch lenovo thinkpad t460s windows 7 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,pcie touch lenovo thinkpad t460s windows 7 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader lenovo 
1993,1993,a1728,w3211,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard lenovo 
1997,1997,a1728,w3215,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color lenovo ,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 20gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 20gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
2009,2009,a1728,w3244,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader lenovo 
2028,2028,a1728,w3263,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color lenovo ,lenovo thinkpad t460s touch performance windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s touch performance windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi lenovo 
2030,2030,a1728,w3265,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color lenovo ,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard lenovo 
2031,2031,a1728,w3266,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color lenovo ,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard lenovo 
2043,2043,a1728,w3283,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color lenovo ,lenovo thinkpad t460s touch performance windows 8.1 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s touch performance windows 8.1 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi lenovo 
2047,2047,a1728,w3300,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color lenovo ,lenovo thinkpad t460s touch performance windows 8.1 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s touch performance windows 8.1 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi lenovo 
