id,product title,price,average battery life,brand,display resolution,hard disk size,laptop computer type,operating system,processor (cpu) manufacturer,processor count,processor speed,ram size,screen size
a788,Dell Inspiron 15 5000 Laptop Computer: Core i7-8550U 128GB SSD + 1TB HDD 8GB RAM 15.6-inch Full HD Display Backlit Keyboard Windows 10,$739.87,,Dell USA,,1 TB,PC,Windows 10,1.8 GHz Intel Core i7,4,1.8 GHz,8 GB,15.6in
a789,2018 Flagship HP OMEN 17 Gaming VR Ready Laptop Computer (15.6 Inch FHD Display Intel Core i7-7700HQ 2.8GHz 16GB RAM 256GB SSD + 1TB HDD NVIDIA GTX 1050 4GB WiFi Windows 10),$1229.00,,HP,1920x1080,256 GB,PC,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,15.6in
a790,MSI PE62VR 7RF-836 15.6 Professional Laptop i7-7700HQ GTX 1060 6G 32GB DDR4 512GB SSD M.2 SATA Win10 VR Ready Aluminum Silver,$1399.00,,MSI,1920x1080 pixels,512.0,PC,Windows 10 Home,3.8 GHz Intel Core i7,1,3.8 GHz,32 GB,15.6in
a791,MSI WS63 7RK-290US IPS Level 15.6 Workstation Laptop NVIDIA Quadro P3000 i7-7700HQ 32GB 512GB SSD + 2TB Windows 10 PRO,$2652.93,,MSI,1920 x 1080 pixels,512,PC,Windows 10,2.8 GHz Intel Core i7,2,2.8 GHz,32 GB,15.6in
a792,HP ZBook 15 G4 Mobile Workstation - Core i7 7700HQ / 2.8 GHz - Win 10 Pro 64-bit - 8 GB RAM - 1 TB HDD - 15.6 1920 x 1080 (Full HD) - Quadro M1200 / HD Graphics 630 - kbd: US,$989.99,,HP,,0 GB,,Unknown,8032,1,0 MHz,0 GB,15.6in
a793,Refurbished Dell Latitude Intel Core i5 Laptop 8GB RAM - NEW'' 256GB SSD - Windows 7 PRO HDMI WiFi Notebook + MS OFFICE,$429.95,,Quality Refurbished Computers,,256 GB,PC,Windows 7 Professional,2.3 GHz Intel Core i5,2,2.3 GHz,8 GB,14.6in
a794,ASUS Transformer Book Chi 12.5-Inch T300CHI-F1-DB Slim All-Aluminum 2 in 1 Detachable Touchscreen Laptop Core M 4 GB RAM 128 GB SSD,$431.99,8 hours,Asus,1920*1080 pixels,128,,Windows 8.1,Core M-5Y10,2,,4 GB,12.5in
a795,CUK HP Envy x360 15t Touchscreen Convertible (Intel i7-8550U 16GB DDR4 RAM 256GB NVMe SSD + 1TB HDD) - Best 15.6 Full HD Windows 10 Notebook Laptop Computer,$1049.99,,Computer Upgrade King,,1256 GB,PC,Windows 10 Home x64-bit,1.8 GHz Intel Core i7,4,1.8 GHz,16 GB,15.6in
a796,Lenovo Thinkpad T460 High Performance Business Ultrabook 14 HD Display i5-6300U 2.4GHz (Up to 3.0GHz) 8GB RAM 500GB HD Webcam Bluetooth HDMI Fingerprint Reader Window 10 Pro,$871.99,,Lenovo ThinkPad,1366 x 768,500 GB,PC,Windows 10,2.4 GHz Intel Core i5,2,2.4 GHz,8 GB,14in
a797,Dell Inspiron 17 5000 Laptop (2018 Newest) 17.3 HD+ Display AMD FX-9800P up to 3.6 GHz Quad Core Processor 8GB RAM 1TB HDD DVD WiFi Bluetooth Webcam HDMI Win 10 Purple,$518.00,,Dell_17.3,,1 TB,,Windows 10,AMD,4,2.7 GHz,8 GB,17.3in
a798,TPSLR THNKPD P51-1 Lenovo ThinkPad P51 20HH0011US 15.6 LCD Mobile Workstation - Intel Core i7 (7th Gen) i7-7700HQ Quad-core (4 Core) 2.80,$1309.99,,Lenovo,1920 x 1080,500 GB,PC,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,8 GB,15.6in
a799,Proscan PLTNB1035 10.1 Portable Notebook Windows 10 Intel 1.8GHz Quad Core 32GB Memory 2GB RAM,$149.00,,Proscan,1024x600 pixels,32 GB,PC; Windows,Windows 10,1.8 GHz Z-series Dual-Core Z-01,4,1.8 GHz,2 GB,10.1in
a800,Lenovo IdeaPad 110 Laptop 80UD001RUS 15.6 Screen Intel Core i5-6200U Processor 8GB Memory 1TB Hard Drive Windows 10,$544.99,,Lenovo,,1 TB,PC,Windows 10,2.3 GHz Intel Core i5,2,2.3 GHz,8 GB,15.6in
a801,Apple MacBook Air 13.3-Inch 256GB Laptop (Intel Core i7 2.2GHz 8GB RAM) 2015 Version,$1239.00,,Apple,1440x900,256 GB,Mac,Mac OS X,2.2 GHz Intel Core i7,4,2.2 GHz,16 GB,13.3in
a802,2018 HP Elitebook 840G1 Ultrabook Laptop Computer(Core i5 4300u 1.9Ghz upto 2.9G8G DDR3 RAM 240GB SSD VGA DisplayPort USB 3.0 Windows 10 Pro 64-Bit) (Certified Refurbished),$359.99,,HP,,240 GB,PC,Windows 10,1.9 GHz Intel Core i5,2,1.9 GHz,6 GB,
a803,MSI 15.6 94% NTSC Performance Gaming Laptop i7-7700HQ GTX 1050 4GB/16GB/1TB Black (GP62MX Leopard-2223),$1099.00,,MSI,1920x1080 pixels,1000 GB,,Windows 10 Home,2.8 GHz Intel Core i7,1,2.8 GHz,16 GB,15.6in
a804,Lenovo IdeaPad 15.6 inch HD Flagship High Performance Laptop PC | AMD A12-9720P | 8GB RAM | 1TB HDD | Bluetooth 4.1 | WIFI | Stereo Speakers | Windows 10,$388.49,,Lenovo,1366 x 768,1 TB,PC,Windows 10,2.7 GHz AMD A Series,2,2.7 GHz,6 GB,15.6in
a805,2018 Flagship Lenovo Yoga 910 2-in-1 Laptop 14 Full HD (1920 x 1080) Touch Screen Intel Core i7-7500U 8GB Memory 256 GB Solid State Drive Windows 10 (Dark Gray),$927.00,15 hours,Lenovo Flagship,,256 GB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,8 GB,14in
a806,2018 HP 17.3 Inch Flagship Notebook Laptop Computer (Intel Core i5-7200U 2.5GHz 8GB RAM 128GB SSD DTS Studio Sound Intel HD Graphics 620 WiFi HD Webcam DVD Windows 10) Black,$649.00,,hp,1600x900,128 GB,,Windows 10,Intel,2,2.7 GHz,8 GB,17.3in
a807,HP 14 touchscreen 1366x768 HD WLED backlit display laptop (2018 Newest) 7th Gen Intel Core i3-7100U 2.4 GHz 8GB RAM 500GB HDD 802.11ac Bluetooth USB-C HDMI media reader Windows 10,$504.99,,HP-14-touch screen-i3-8GB-500GB,,500 GB,PC,Windows 10,2.4 GHz Intel Core i3,2,2.4 GHz,8 GB,14in
a808,2018 Newest Flagship HP 15.6 Premium HD BrightView Laptop - AMD Quad-Core E2-7110 APU Up to 2GB 8GB DDR3 500GB HDD SuperMulti DVD Burner AMD Radeon R2 802.11bgn HDMI Webcam USB 3.0 Win 10,$329.00,6.25 hours,HP,1366x768,500 GB,PC,Windows 10,1.8 GHz AMD E Series,4,1.8 GHz,8 GB,15.6in
a809,Lenovo IdeaPad 720S 14 Laptop Computer - Silver; Intel Core i7 Processor; NVIDIA GeForce MX150; 16GB DDR4; 512GB Solid State Drive,$1299.00,8 hours,Lenovo,,512,,Unknown,8032,4,0 MHz,0 GB,14in
a810,2018 Newest Dell Premium Business Flagship Laptop PC 15.6 HD LED-backlit Display Intel i3-6006U Processor 4GB DDR4 RAM 1TB HDD HDMI DVD-RW Bluetooth Webcam MaxxAudio Windows 10 Professional,$489.00,,Dell,,1 TB,PC,Windows 10 Professional,2 GHz Intel Core i3,2,2 GHz,6 GB,15.6in
a811,HP Smart Buy ProBook 440 G5 14 Notebook - Intel Core i5-8250U (8th Gen) Quad-Core 1.60 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro (2SS98UT),$839.99,8.25 hours,HP,,256,,Unknown,8032,4,0 MHz,0 GB,14in
a812,2018 Newest High Performance Dell Business Flagship Laptop PC 15.6 HD LED-Backlit Display Intel i5-7200U Processor 8GB DDR4 RAM 1TB HDD DVD-RW HDMI Bluetooth Windows 10 Professional-Black,$579.00,,Dell,1366x768,1 TB,PC,Windows 10 professional,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a813,2018 Newest Dell Premium High Performance Business Flagship Laptop PC 15.6 FHD LED-Backlit Display Intel i7-7500U Processor 8GB DDR4 RAM 256GB SSD HDMI Webcam Bluetooth Windows 10 Pro-Silver,$789.00,,Dell,1920x1080,256 GB,PC,Windows 10 Pro,2.7 GHz Intel Core i7,2,2.7 GHz,8 GB,15.6in
a814,2017 ASUS VivoBook Max X541SA 15.6?? HD Laptop PC Intel Quad Core Pentium N3710 Processor up to 2.56 GHz 4GB RAM 500GB HDD Intel HD Graphics Bluetooth HDMI DVD/CD burner Windows 10 Home,$288.87,,ASUS,1366 x 768,1 TB,PC,Windows 10,2.56 GHz Intel Pentium Dual-Core,4,2.56 GHz,4 GB,15.6in
a815,Lenovo IdeaPad Flagship High Performance 15.6 inch HD Laptop PC AMD A12-9720P Quad-Core 8GB RAM 1TB HDD DVD RW Bluetooth 4.1 WIFI Windows 10,$419.00,,Lenovo,1366 x 768,1 TB,PC,Windows 10,2.7 GHz AMD A Series,2,2.7 GHz,6 GB,15.6in
a816,Apple MacBook Air MD711LL/B 11.6-Inch Laptop (OLD VERSION),$949.99,9 hours,Apple,1366x768,128,Mac,OS X Mavericks,1.4 GHz Intel Core i5,1,1.4 GHz,4 GB,11.6in
a817,Dell Inspiron 3000 Series 15.6 Notebook Intel Core i5-7200U Upto 3.1GHz 8GB DDR4 512GB SSD DVD-RW Webcam Wifi Card Reader HDMI Windows 10 Home (8GB DDR4 + 512GB SSD),$749.00,,Cravings,,512 GB,PC,Windows 10 Home,2.5 GHz Intel Core i5,1,2.5 GHz,8 GB,15.6in
a818,Flagship HP 15.6 Full HD IPS Business Laptop - Intel Dual-Core i5-7200U Up to 3.1GHz 8GB DDR4 256GB SSD DVDRW 4GB AMD Radeon R7 M440 802.11ac Bluetooth Webcam HDMI USB 3.1 Win 10,$649.00,7.75 hours,HP,1920 x 1080 Full HD IPS,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,4,2.5 GHz,8 GB,15.6in
a819,HP ProBook G4U48UT#ABA 15.6-Inch Laptop (Black),$1053.07,13.25 hours,HP,1366 x 768 pixels,180,PC,Windows 8,2.5 GHz Intel Core i5,2,2.5 GHz,4 GB,15.6in
a820,HP 15-inch Laptop AMD A9-9420 APU 8GB RAM 1TB hard drive Windows 10 (15-bw030nr Gray),$469.99,6.75 hours,HP,1366x768 pixels,1000 GB,,Windows 10,3.6 GHz 8032,2,3.6 GHz,8 GB,15.6in
a821,Lenovo Flex 5  14-Inch 2-in-1 Laptop (Intel Core i5 8 GB RAM 128 GB SSD  Windows 10) 80XA0001US,$788.88,10 hours,Lenovo,1920X1080 pixels,128.0,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,14in
a822,Dell Inspiron 5000 Flagship 15.6 inch FHD Gaming Laptop Intel Core i7-7700HQ Quad-Core 16GB RAM 128GB SSD + 1TB HDD Waves MaxxAudio Backlit Keyboard Webcam Windows 10,$948.89,,Dell,,1 TB,PC,Windows 10,2.7 GHz Intel Core i7,4,2.7 GHz,16 GB,15.6in
a823,Acer Predator Helios 300 Gaming Laptop Intel Core i7 GeForce GTX 1060 15.6 Full HD 16GB DDR4 256GB SSD 1TB HDD G3-572-7526,$1389.00,9 hours,Acer,1920 x 1080 pixels,256.0,,Windows 10 Home,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,15.6in
a824,2018 HP Flagship Convertible 2-in-1 15.6 inch Touchscreen FHD IPS Laptop (1920 x 1080) Intel Core i7 8550U (Up to 4GHz) 1TB Hard Drive 8GB Memory 2GB Radeon 530 Dedicated Win 10 Home,$778.98,9 hours,HP Laptop Flagship,,1 TB,PC,Windows 10,1.8 GHz Intel Core i7,4,1.8 GHz,8 GB,15.6in
a825,Dell Inspiron i3162-7142BLU 11.6-inch HD Laptop Notebook (Celeron N3060) 4GB RAM 32GB SSD Windows 10,$209.99,,Dell,,0 GB,,Unknown,8032,1,0 MHz,0 GB,11.6in
a826,Acer Swift 3 SF314-52-517Z 14 Laptop Computer - Silver Intel Core i5-8250U Processor 1.6GHz 8GB DDR4 Onboard RAM 256GB Solid State Drive Microsoft Windows 10,$668.90,,Acer,,256 GB,,Unknown,8032,4,0 MHz,0 GB,14in
a827,2018 HP Envy x360 15.6 2-in-1 Business Premium Touch IPS FHD (1920x1080) Windows Ink Active Display Laptop PC | AMD FX-9800P | 8GB DDR4 | 1TB HDD | Backlit Keyboard | B&O Play | Windows 10,$629.00,,HP,,1 TB,PC,Windows 10,2.7 GHz FX 4-Core,4,2.7 GHz,8 GB,15.6in
a828,Lenovo Thinkpad T460s Ultrabook Laptop (20F9-S20T00) Intel Core i5-6200U 8GB RAM 256GB SSD 14 FHD Multitouch Win10 Pro64,$1057.78,10 hours,Lenovo,1920 x 1080,256 GB,PC,Windows 10,Intel Core i5,2,,8 GB,14in
a829,HP ProBook 450 G3 Business Ultrabook - 15.6 FHD (1920x1080) Intel Core i5-6200U 256GB SSD 8GB DDR4 DVD+RW Webcam Windows 7 Professional,$699.99,,HP,1920x1080,256 GB,PC,Windows 7 Professional,2.3 GHz Intel Core i5,2,2.3 GHz,8 GB,15.6in
a830,Lenovo Flex 4 - 2-in-1 Laptop/Tablet 14.0 Full HD Touchscreen Display (Intel Core i5 8 GB RAM 256 GB SSD Windows 10) 80SA0004US,$642.29,,Lenovo,1920x1080 pixels,256.0,PC,Windows 10,2.3 GHz Core i5 6200U,2,2.3 GHz,8 GB,14in
a831,Newest Acer Flagship Premium 15.6 Full HD Touchscreen Chromebook | Intel Pentium N4200 Quad-Core | 4GB RAM | 32GB eMMC | HD Webcam | Chrome OS,$348.85,,Acer,,32 GB,PC,Chrome OS,1.1 GHz Pentium,2,1.1 GHz,6 GB,15.6in
a832,Lenovo 17.3 Inch Pro Laptop Flagship Edition Intel i5-7200U | 8G DDR4 | 256G SSD + 1T HDD | Windows 10,$709.99,5 hours,Lenovo,1600x900 HD+ 17.3 Inch Display,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,17.3in
a833,Flagship Asus VivoBook 15 15.6 HD Touchscreen Laptop Intel Core i5-7200U Up to 3.1GHz 8GB DDR4 1TB HDD Tru2Life Video SonicMaster Audio HDMI 802.11bgn Bluetooth Webcam USB 3.1 Win 10 - Red,$569.00,,Asus,1360x768,1 TB,Home and Education HD Touchscreen Laptop,Windows 10 Home 64-Bit,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a834,CUK Lenovo ThinkPad Edge E570 15.6 Notebook PC (i7-7500U 32GB RAM 512GB NVMe SSD + 1TB HDD NVIDIA GeForce GTX 950M 2GB Full HD Windows 10 Pro) - 2017 Business Gaming Laptop Computer,$1319.99,,Computer Upgrade King,,1512 GB,PC,Windows 10 Pro x64,2.7 GHz Intel Core i7,2,2.7 GHz,32 GB,15.6in
a835,2018 Premium Newest HP ENVY x360 15.6 Inch FHD Flagship Touchscreen Laptop (AMD Quad-Core Ryzen 5 2500U 16GB DDR4 RAM 512GB SSD + 1TB HDD Backlit Keyboard B&O Speakers HD Webcam Windows 10),$1069.00,,HP,1920x1080,512 GB,PC,Windows 10,2 GHz AMD E Series,4,2 GHz,16 GB,15.6in
a836,HP 15.6 HD Notebook Intel Pentium N3710 Quad Core Processor 8GB Memory 1TB HDD HD Webcam 802.11ac DVD Bluetooth HDMI 2 x USB 3.1,$399.00,7 hours,HP,1366 x 768,1 TB,PC,Windows 10,1.6 GHz Pentium D,4,1.6 GHz,8 GB,15.6in
a837,2018 Newest Dell Touchscreen 2-in-1 Inspiron 5000 Backlit Keyboard 13.3 inch Full HD Flagship Laptop PC Intel Core i7-8550U Quad-Core 8GB DDR4 256GB SSD WIFI Media Card Reader Windows 10,$799.99,,Dell,,256 GB,PC,Windows 10,1.8 GHz Intel Core i7,4,1.8 GHz,8 GB,13.3in
a838,2018 HP Flagship ProBook 470 G5 Notebook PC 17.3 Anti-Glare HD+ Display Intel Core i7-8550U 1.8GHz 16GB DDR4 SDRAM 1TB HDD NVIDIA GeForce 930MX Win 10 pro,$999.99,14 hours,HP Flagship Laptop,,1 TB,PC,Windows 10,1.8 GHz Intel Core i7,4,1.8 GHz,16 GB,
a839,Lenovo ThinkPad P70 20ER002KUS 17.3 Laptop (2.60 Ghz Intel Core i7-6700HQ 16 GB RAM 500 GB HDD NVIDIA Quadro M600M 2 GB Windows 7 Pro),$1567.95,10.8 hours,Lenovo,1920 x 1080 pixels,500 GB,PC,Windows 7 Professional,2.6 GHz Intel Core i7,4,2.6 GHz,16 GB,17.3in
a840,Acer Aspire17.3 Inch Full HD Laptop 7th Intel Core i5-7200U 2.5GHz 8GB DDR4 RAM 256GB SSD NVIDIA GeForce 940MX with 2GB GDDR5 802.11ac Bluetooth HDMI HD Webcam Windows 10,$625.00,5.5 hours,Acer,1920 x 1080 (FHD),256 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,17.3in
a841,Goldengulf 10 Inch Pink Computer Laptop PC Android 4.4 Dual Core Notebook Netbook 4GB With WIFI Built In Camera Netflix YouTube HDMI Port Flash Player (pink),$138.86,4 hours,Goldengulf,1024 x 600,4 GB,PC,Android,100 GHz 8031,1,100 GHz,512 KB,10in
a842,Lenovo ThinkPad T560 20FH 15.6 Business Laptop: Intel Core i5-6200U | 16GB RAM | 500GB HDD | Backlit Keyboard | FingerPrint Reader | Windows 7 Professional upgradeable to Windows 10 Pro,$879.99,,Lenovo,,500 GB,PC,Windows 10 Professional Windows 7 Professional,2.3 GHz Intel Core i5,2,2.3 GHz,16 GB,15.6in
a843,Newest Lenovo Yoga 910 2-in-1 Convertible Flagship High Performance 14 inch Full HD Touchscreen Backlit Keyboard Laptop PC Intel Core i7-7500U Dual-Core 8GB DDR4 256GB SSD Bluetooth Windows 10,$960.00,,Lenovo,,256 GB,Mac,Windows 10,2.7 GHz Intel Core i7,4,2.7 GHz,12 GB,14in
a844,Lenovo Thinkpad E575 (20H8000HUS) Laptop (AMD A6-9500B 2.3 GHz 4 GB Memory 500 GB HDD AMD Radeon R5 Series 15.6 Windows 10 Pro),$414.75,6.5 hours,Lenovo,,0 GB,,Unknown,8032,2,0 MHz,4 GB,15.6in
a845,Dell Chromebook 3120 XDGJH - CRM3120-333BLK (11.6 Intel Celeron N2840 2.16GHz 4GB RAM 16GB SSD Chromebook OS),$182.99,10 hours,Dell,1366x768 pixels,16.0,PC,Chrome,2.1 GHz Intel Celeron,1,2.1 GHz,4 GB,11.6in
a846,2017 Lenovo Business Flagship Flex 5 Laptop PC 15.6 FHD IPS Touchscreen Intel i5-7200U Processor 8GB DDR4 RAM 1TB HDD Backlit-Keyboard Webcam HDMI Bluetooth Dolby Audio Windows 10-Black,$630.00,,Lenovo-Flex 5,1920x1080,1 TB,PC,windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a847,2018 Premium Acer R13 13.3 2-in-1 Convertible Full HD IPS Touchscreen Chromebook - MediaTek Quad-Core MT8173C 2.1GHz 4GB RAM 32GB SSD PowerVR GX6250 WLAN Bluetooth Webcam HDMI 12hr Battery Chrome OS,$379.75,12 hours,Acer R13,1920 x 1080,32 GB,Home and Business 2-in-1 Chromebook,Chrome OS,2.1 GHz MediaGX,4,2.1 GHz,4 GB,13.3in
a848,RCA Viking Pro Flagship Black Edition 10.1 Touchscreen 2 In 1 Tablet Laptop Detachable Keyboard Quad-Core Processor32G storage IPS Display Android 5.0 Lollipop,$107.08,6 hours,RCA,1280X800 IPS Display,32 GB,PC,Android,1.4 GHz,4,1.4 GHz,1 GB,10.1in
a849,2018 Flagship Acer Chromebook | 15.6 Full HD IPS | Intel Celeron Dual-Core 1.5 GHz | 4GB Ram | 32GB SSD | WIFI | Bluetooth | 9-hour Battery Life | Free Cloud Storage and MS Office Alternative,$279.00,9 hours,Acer_Chromebook,,32 GB,PC,CPM,1.4 GHz Celeron 3205U,2,1.4 GHz,4 GB,15.6in
a850,2018 Lenovo IdeaPad 320 15.6 FHD Laptop Computer Intel Core i7-7500U up to 3.50GHz 12GB RAM 256GB SSD NVIDIA GeForce 940MX DVD Bluetooth 4.1 802.11ac Wireless USB 3.0 HDMI Windows 10 Home,$769.00,,Lenovo,1920 x 1080,256 GB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,12 GB,15.6in
a851,Acer Predator Helios 300 G3-572-78JY 15.6 Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop,$1359.00,7 hours,EXcaliberPC,,1 TB,PC,Microsoft Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,15.6in
a852,2018 HP 15.6 Touchscreen Laptop PC Intel Core i5-7200U 8GB DDR4 256GB SSD Intel HD Graphics 620 802.11ac Bluetooth DVD RW USB 3.1 HDMI Webcam Windows 10 Home Black,$649.99,4 hours,HP,HD(1366x768),256 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a853,Samsung Notebook 7 Spin 2-in-1 15.6-Inch Full HD Touchscreenwith Backlit keyboard Laptop (Intel Core i7-6500U NVIDIA GeForce 940MX 12GB DDR3L 1TB HDD Windows 10) (Platinum silver),$827.00,,Samsung,1920 x 1080,1 TB,PC,Windows 10,2.5 GHz Intel Core i7,2,2.5 GHz,12 GB,15.6in
a854,HP Pavilion 15-inch Laptop Intel Core i5-7200U 8GB RAM 1TB hard drive Windows 10 (15-cc010nr Silver),$694.99,9 hours,HP,1920x1080 pixels,1000 GB,,Windows 10,2.5 GHz 8032,2,2.5 GHz,8 GB,15.6in
a855,2018 Flagship HP 15.6 Inch Touchscreen Notebook Laptop Computer (Intel Core i5-7200U 2.5GHz 16GB DDR4 RAM 512GB SSD DVD WiFi Intel HD Graphics 620 HD Webcam Windows 10) Silver,$749.00,,HP,1366x768,512 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,16 GB,15.6in
a856,Flagship HP 15.6 HD High Performance Laptop - Intel i5 up to 2.8GHz 8GB RAM 1TB HDD WLAN Webcam USB 3.0 HDMI WIN 10,$510.88,7 hours,HP,,,,windows 10,2.8 GHz Core i5 6200U,2,2.8 GHz,8 GB,15.6in
a857,2018 Flagship Dell Inspiron 15 5000 Gaming 5577 Laptop (15.6 Inch FHD Display 1080P Intel Core i5-7300HQ 2.5GHz 16GB RAM 128GB SSD + 1TB HDD NVIDIA GTX 1050 4GB Graphics WiFi Windows 10),$849.00,,Dell,1920x1080,128 GB,PC,Windows 10,2.5 GHz Intel Core i5,4,2.5 GHz,16 GB,15.6in
a858,Acer Newest Flagship Premium 15.6 Full HD Touchscreen Chromebook Intel Pentium N4200 Quad-Core 4GB RAM 32GB eMMC HD Webcam HDMI Chrome OS,$349.00,,Acer,,32 GB,PC,Chrome OS,1.1 GHz Pentium,4,1.1 GHz,4 GB,15.6in
a859,2018 FHD 1080p Dell Inspiron 15 5000 15.6 Inch Touchscreen Flagship Laptop Computer (Intel Core i5-8250U up to 3.4GHz 16GB RAM 512GB SSD Intel HD Graphics 620 DVD HD Webcam Windows 10),$869.00,,Dell,1920x1080,512 GB,PC,Windows 10,1.6 GHz Intel Core i5,2,1.6 GHz,16 GB,15.6in
a860,Acer Aspire 3 15.6 HD widescreen LED-backlit display Laptop (2018 Newest) Intel Core i5-7200U Processor 2.5GHz 8GB RAM 1TB HDD 802.11ac Bluetooth HDMI Webcam Windows 10,$500.00,,Acer-15.6-8GB-1TB-i5,,1 TB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,6 GB,15.6in
a861,2018 Newest Lenovo Premium Built Business Flagship Laptop PC 17.3 HD+ Display Intel i5-7200U Processor 12GB DDR4 RAM 1TB HDD DVD-RW 802.11AC WIFI HDMI Bluetooth Webcam Windows 10-Gray,$649.00,,Lenovo,1600x900,1 TB,PC,windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,12 GB,17.3in
a862,Acer Aspire E E5-575G-5341 Gaming Laptop Intel Core i5 6200U (2.30 GHz) 8 GB Memory 1 TB HDD 128 GB SSD NVIDIA GeForce GTX 950M 2 GB GDDR5 15.6'' Windows 10 Home 64-Bit,$658.00,8 hours,Acer,,128 GB,,Windows 10,Core i5 6200U,4,,8 GB,15.6in
a863,Dell Inspiron 13 Full HD 2-in-1 Touchscreen Laptop - 8th Gen Intel Quad Core i7-8550U 8GB RAM 256GB SSD Backlit Keyboard Windows 10 Gray,$789.00,6 hours,Dell_2in1 Series,1920 x 1080,256 GB,PC,Windows 10,4 GHz Intel Core i7,4,4 GHz,8 GB,13.3in
a864,Dell i5568-0463GRY 15.6 FHD 2-in-1 Laptop (Intel Core i3-6100U 2.3GHz Processor 4 GB RAM 500 GB HDD Windows 10) Gray,$489.00,,Dell,1920x1080 pixels,500 GB,PC,Windows 10,2.3 GHz Core i3 6100U,2,2.3 GHz,4 GB,15.6in
a865,ASUS ROG GL753VE Gaming Laptop 17.3 FHD (1920 x 1080) Glossy Display Intel 7th Gen i7-7700HQ 16GB RAM 1TB HDD + 128GB SSD 4GB NVIDIA GeForce GTX 1050Ti Graphics Metalic Black,$1098.21,,Asus,,1 TB,PC,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,17.3in
a866,2017 Business Flagship HP Stream Laptop PC with 1-Year Office 14 HD WLED-backlit Display Intel Celeron Dual Core-Processor 4GB RAM 64GB eMMC Hard Drive HDMI Webcam DTS Studio Windows 10-White,$282.00,,hp,,,,,Intel,2,,4 GB,14in
a867,HP ENVY x360 15-inch Convertible Laptop Intel Core i7-7500U 8GB RAM 256GB solid-state drive Windows 10 (15-aq110nr Silver),$797.99,11 hours,HP,1920 x 1080 pixels,256.0,,Windows 10,2.7 GHz 8032,2,2.7 GHz,8 GB,15.6in
a868,Flagship Model HP 17.3 High Performance HD+ WLED-Backlit Laptop Intel Core i3-5005U 6GB RAM 1TB HDD Windows 10,$559.00,7 hours,HP,,1 TB,PC,Windows 10,3 GHz Athlon 2650e,4,3 GHz,8 GB,17.3in
a869,Dell i7577 Inspiron Gaming Laptop: 7th Gen Intel Core i5-7300HQ GTX 1060 6GB Graphics 8GB Memory 128GB SSD + 1TB HDD 15.6-inch Full HD Display,$939.00,,Dell,,128 GB,PC,Windows 10,3.5 GHz Intel Core i5,4,3.5 GHz,16 GB,15.6in
a870,Lenovo Ideapad Y700 17.3 Full HD Flagship Premium Gaming Laptop PC | Intel Core i7-6700HQ Quad Core | 32GB RAM | 1TB+128GB SSD | NVIDIA GeForce GTX 960M 4GB | Backlit Keyboard | Windows 10,$1149.97,,Lenovo,,1 TB,PC,Windows 10,2.6 GHz Intel Core i7,4,2.6 GHz,32 GB,17.3in
a871,Acer Spin 3 15.6 Full HD Touch 7th Gen Intel Core i5 12GB DDR4 1TB HDD Windows 10 Convertible SP315-51-599E,$549.99,9 hours,Acer,1920 x 1080 pixels,1000 GB,,Windows 10,2.5 GHz Intel Core i5,1,2.5 GHz,12 GB,15.6in
a872,Asus X540SA 15.6-Inch Laptop (Intel Dual Core N3050 2.16GHz 4GB RAM 500GB DD HD LED Backlit Display DVD/CD Burner HDMI VGA Wifi Webcam Windows 10)  Chocolate Black,$287.99,,Asus,1366x768 (HD),500 GB,PC,Windows 10,1.6 GHz Intel Celeron,2,1.6 GHz,4 GB,15.6in
