id,product_title,brand,model,operating_system,extended_title
a336,acer nitro 15.6 fhd pc intel core i5 7300hq quad core nvidia geforce gtx 1050 8gb 1tb hdd windows 10 windows mixed reality ready,acer,t8tjg,windows 10,acer nitro 15.6 fhd pc intel core i5 7300hq quad core nvidia geforce gtx 1050 8gb 1tb hdd windows 10 windows mixed reality ready t8tjg
a337,asus tp410ua ds71t vivobook flip 14 & 2 1 fhd touchscreen intel core i7 8gb 1tb hdd windows 10 star grey,asus,tp410ua ds71t,windows 10,asus tp410ua ds71t vivobook flip 14 & 2 1 fhd touchscreen intel core i7 8gb 1tb hdd windows 10 star asus
a338,2017 lenovo 15.6 hd wled amd quad core a6 7310 2ghz 4gb ddr3 500gb hdd amd radeon r4 supermulti hdmi windows 10 64bit,,lenovo 110,windows 10,2017 lenovo 15.6 hd wled amd quad core a6 7310 2ghz 4gb ddr3 500gb hdd amd radeon r4 supermulti hdmi windows 10 64bit 110
a339,lg gram 14 full hd ips touchscreen intel core i7 8th gen 8gb 512gb ssd back lit – 14z980 a.aas7u1,lg,14z980 a.aas7u1,windows 10 home,lg gram 14 full hd ips touchscreen intel core i7 8th gen 8gb 512gb ssd back lit – 14z980 a.aas7u1 windows 10 home
a340,acer predator 15 core i7 geforce gtx 1070 15.6” full hd g sync 16gb ddr4 256gb ssd 1tb hdd g9 593 77wf,acer,g9 593 77wf,windows 10,acer predator 15 core i7 geforce gtx 1070 15.6” full hd g sync 16gb ddr4 256gb ssd 1tb hdd g9 593 77wf windows
a341,asus 15.6 2 1 touchscreen fhd 1080p pc 7th intel core i5 7200u 12gb ddr4 sdram 1tb hdd built windows ink capable windows 10,asus,t8tjg,windows 10,asus 15.6 2 1 touchscreen fhd 1080p pc 7th intel core i5 7200u 12gb ddr4 sdram 1tb hdd built windows ink capable windows 10 asus t8tjg
a342,asus vivobook s 15.6” full hd intel i7 7500u 2.7ghz 8gb 128gb ssd 1tb hdd windows 10 sensor keyboard.,asus,s510ua db71,windows 10,asus vivobook s 15.6” full hd intel i7 7500u 2.7ghz 8gb 128gb ssd 1tb hdd windows 10 sensor keyboard. asus s510ua db71
a343,dell xps 13 9360 8th gen intel i7 8550u 13.3 qhd wled touch thunderbolt 3 usb c finger print 512gb ssd 16gb win 10 ,dell,,windows 10 pro,dell xps 13 9360 8th gen intel i7 8550u 13.3 qhd wled touch thunderbolt 3 usb c finger print 512gb ssd 16gb win 10 windows pro
a344,acer aspire s 13 touch 13.3 full hd intel core i7 8gb lpddr3 256gb ssd windows 10 s5 371t 78ta,acer,s5 371t 78ta,windows 10,acer aspire s 13 touch 13.3 full hd intel core i7 8gb lpddr3 256gb ssd windows 10 s5 371t 78ta 
a345,2018 lenovo ideapad 320 15.6 full hd intel dual core i7 7500u 3.5ghz 8gb ddr4 1tb hdd dvd±rw 802.11ac hdmi 4 1 win 10,lenovo ideapad,lenovo ideapad 320,windows 10 64 bit,2018 lenovo ideapad 320 15.6 full hd intel dual core i7 7500u 3.5ghz 8gb ddr4 1tb hdd dvd±rw 802.11ac hdmi 4 1 win 10 windows 64 bit
a346,dell inspiron i5378 7171gry 13.3 fhd 2 1 7th intel core i7 8gb 256gb ssd microsoft image,dell,i5378 7171gry,windows 10,dell inspiron i5378 7171gry 13.3 fhd 2 1 7th intel core i7 8gb 256gb ssd microsoft windows 10
a347,2017 dell inspiron 15.6 hd intel dual core i7 7500u 3.5ghz 8gb ddr4 256gb ssd 802.11ac maxxaudio win 10,dell,t8tjg,windows 10 64 bit,2017 dell inspiron 15.6 hd intel dual core i7 7500u 3.5ghz 8gb ddr4 256gb ssd 802.11ac maxxaudio win 10 t8tjg windows 64 bit
a348,acer nitro 5 spin 15.6 full hd touch intel core i5 8250u geforce gtx 1050 8gb ddr4 256gb ssd 1tb hdd np515 51 56dl chassis,acer,np515 51 56dl,windows 10 home,acer nitro 5 spin 15.6 full hd touch intel core i5 8250u geforce gtx 1050 8gb ddr4 256gb ssd 1tb hdd np515 51 56dl windows home
a349,asus 360 flip 2 1 15.6 fhd touchscreen intel core i5 7200u 3.1 ghz 12gb ddr4 1tb hdd 802.11ac hdmi usb 3.0 windows 10 home,asus,asus convertible,windows 10,asus 360 flip 2 1 15.6 fhd touchscreen intel core i5 7200u 3.1 ghz 12gb ddr4 1tb hdd 802.11ac hdmi usb 3.0 windows 10 asus convertible
a350,hp lightweight stream 11.6 intel celeron n3060 4gb 64gb ssd intel hd windows 10pro classic only 2.58 ibs,hp stream pro,,windows 10 pro,hp lightweight stream 11.6 intel celeron n3060 4gb 64gb ssd intel hd windows 10pro classic only 2.58 ibs hp stream pro
a351,hp 15.6 hd amd quad core 4gb 500gb hdd rw amd radeon r2 hdmi windows 10,hp,hp 15,windows 10,hp 15.6 hd amd quad core 4gb 500gb hdd rw amd radeon r2 hdmi windows 10 hp
a352,2018 lenovo pc 15.6 touchscreen intel 8th gen i5 8250u quad core 12gb ddr4 1tb hdd rw hdmi dolby windows 10,lenovo_i5_12g_1t,,windows 10,2018 lenovo pc 15.6 touchscreen intel 8th gen i5 8250u quad core 12gb ddr4 1tb hdd rw hdmi dolby windows 10 lenovo_i5_12g_1t windows
a353,2017 hp 17.3 fhd ips intel dual core i7 7500u 16gb ddr4 1tb hdd amd r5 m430 2gb dts studio 802.11ac win 10,hp,t8tjg,windows 10,2017 hp 17.3 fhd ips intel dual core i7 7500u 16gb ddr4 1tb hdd amd r5 m430 2gb dts studio 802.11ac win 10 t8tjg windows
a354,lenovo ideapad 710s 13.3 core i7 6560u 256gb ssd 8gb full hd 1080p display,lenovo,80sw0032us,windows 10,lenovo ideapad 710s 13.3 core i7 6560u 256gb ssd 8gb full hd 1080p 80sw0032us windows
a355,2018 lenovo thinkpad t470 14 fhd intel core i7 7600u 3.9ghz 8gb ddr4 256gb solid state windows 10 pro,lenovo thinkpad flagship,,windows 10,2018 lenovo thinkpad t470 14 fhd intel core i7 7600u 3.9ghz 8gb ddr4 256gb solid state windows 10 
a356,asus vivobook f441 powerful amd a9 9420 dual core boost 3.6 ghz radeon r5 8gb ddr4 1tb hdd 14” fhd windows 10 f441ba es91,asus,f441ba es91,windows 10 home,asus vivobook f441 powerful amd a9 9420 dual core boost 3.6 ghz radeon r5 8gb ddr4 1tb hdd 14” fhd windows 10 f441ba es91 asus home
a357,lenovo yoga 710 15.6 2 1 convertible fhd touchscreen tablet intel core i5 6200u 3m cache 2.8ghz 8gb ddr4 2133mhz 256gb ssd hdmi windows 10 ,lenovo,fba_760625000000,windows 10,lenovo yoga 710 15.6 2 1 convertible fhd touchscreen tablet intel core i5 6200u 3m cache 2.8ghz 8gb ddr4 2133mhz 256gb ssd hdmi windows 10 fba_760625000000
a358,lg electronics gram – 13.3 full hd ips touchscreen intel core i7 8th gen 8gb 256gb ssd back lit – 13z980 a.aas7u1,lg,13z980 a.aas7u1,windows 10 home,lg electronics gram – 13.3 full hd ips touchscreen intel core i7 8th gen 8gb 256gb ssd back lit – 13z980 a.aas7u1 windows 10 home
a359,newest acer r13 13.3 convertible 2 1 full hd ips touchscreen chromebook intel quad core mediatek mt8173c 2.1ghz 4gb 32gb ssd hdmi usb 3.0 chrome os,acer r13,t8tjg,chrome os,newest acer r13 13.3 convertible 2 1 full hd ips touchscreen chromebook intel quad core mediatek mt8173c 2.1ghz 4gb 32gb ssd hdmi usb 3.0 chrome t8tjg
a360,2018 hp 15.6 touchscreen quad core pentium n3710 1.6ghz 4gb 128gb ssd intel hd hd super windows 10 black,hp,hp,windows 10,2018 hp 15.6 touchscreen quad core pentium n3710 1.6ghz 4gb 128gb ssd intel hd hd super windows 10 
a361,asus vivobook x542ba dh99 15.6” amd dual core a9 9420 3.6ghz amd radeon r5 8gb ddr4 1tb hdd windows 10,asus,x542ba dh99,windows 10,asus vivobook x542ba dh99 15.6” amd dual core a9 9420 3.6ghz amd radeon r5 8gb ddr4 1tb hdd windows 10 asus
a362,lenovo n22 11.6 intel dual core 2.16ghz 4gb 64gb ssd rotatable windows 10 pro,lenovo,7.24e 11,windows 10,lenovo n22 11.6 intel dual core 2.16ghz 4gb 64gb ssd rotatable windows 10 7.24e 11
a363,dell i7577 7272blk p inspiron 15.6 ips fhd 7th gen intel core i7 7700hq gtx 1060 6gb ddr5 16gb 256gb ssd 1tb hdd,dell,i7577,windows 10,dell i7577 7272blk p inspiron 15.6 ips fhd 7th gen intel core i7 7700hq gtx 1060 6gb ddr5 16gb 256gb ssd 1tb hdd windows
a364,2018 hp envy 17t 17.3 full hd ips intel dual core i7 7500u 3.5ghz 16gb ddr 1tb hdd 2gb nvidia geforce 940mx b&o usb c windows 10,hp,hp envy 17,windows 10 home,2018 hp envy 17t 17.3 full hd ips intel dual core i7 7500u 3.5ghz 16gb ddr 1tb hdd 2gb nvidia geforce 940mx b&o usb c windows 10 home
a365,dell inspiron i7559 5012gry 15.6 uhd 3840x2160 4k touchscreen intel quad core i7 6700hq 8 gb 1 tb hdd nvidia geforce gtx 960m microsoft edition,dell,i7559 5012gry,windows 10,dell inspiron i7559 5012gry 15.6 uhd 3840x2160 4k touchscreen intel quad core i7 6700hq 8 gb 1 tb hdd nvidia geforce gtx 960m microsoft windows 10
a366,apple macbook retina 15 intel quadcore i7 2.7ghz 16gb 512gb ssd macos 10.12 sierra thunderbolt usb 3.0,apple,ddme665_16m512d_r,macos,apple macbook retina 15 intel quadcore i7 2.7ghz 16gb 512gb ssd macos 10.12 sierra thunderbolt usb 3.0 ddme665_16m512d_r
a367,dell xps 13 9360 8th gen intel i7 8550u 13.3 qhd wled touch 512gb ssd 16gb windows 10 home,dell,9360 5209,windows 10,dell xps 13 9360 8th gen intel i7 8550u 13.3 qhd wled touch 512gb ssd 16gb windows 10 9360 5209
a368,2016 dell inspiron 5000 touchscreen 15.6 fhd 6th intel core i5 6200u 2.8ghz 8 gb 1 tb hdd hdmi 802.11ac realsense 3d windows 10,dell,i5559 4682slv,windows 10,2016 dell inspiron 5000 touchscreen 15.6 fhd 6th intel core i5 6200u 2.8ghz 8 gb 1 tb hdd hdmi 802.11ac realsense 3d windows 10 i5559 4682slv
a369,dell i5770 5463slv pus inspiron 8th gen intel core i5 8gb 1tb intel uhd 620 17.3 hd platinum silver,dell,i5770 5463slv pus,windows 10,dell i5770 5463slv pus inspiron 8th gen intel core i5 8gb 1tb intel uhd 620 17.3 hd platinum windows 10
a370,apple macbook mlh42ll a 15 touch bar 2.7ghz quad core intel core i7 512gb retina space ,apple,mlh42ll a,mac sierra,apple macbook mlh42ll a 15 touch bar 2.7ghz quad core intel core i7 512gb retina space sierra
a371,msi gt75vr titan 4k 082 17.3 4k extreme i7 7820hk gtx 1080 8g 64gb 1tb ssd 1tb,msi,gt75vr4k082,windows 10 pro,msi gt75vr titan 4k 082 17.3 4k extreme i7 7820hk gtx 1080 8g 64gb 1tb ssd 1tb gt75vr4k082 windows pro
a372,2017 samsung 11.6 hd backlight chromebook intel celeron dual core n3060 2.48ghz 4gb 32gb hdd intel hd hdmi hd 11 hours battery life chrome os,samsung,,chrome os,2017 samsung 11.6 hd backlight chromebook intel celeron dual core n3060 2.48ghz 4gb 32gb hdd intel hd hdmi hd 11 hours battery life chrome 
a373,lenovo thinkpad p51 intel quad core i7 7700hq 32gb ddr4 512gb nvme ssd 15.6 fhd ips 1920x1080 nvidia quadro m1200m 4gb windows 10 3 warranty,laptop authority,laptop authority lenovo thinkpad p51,windows 10 64 bit,lenovo thinkpad p51 intel quad core i7 7700hq 32gb ddr4 512gb nvme ssd 15.6 fhd ips 1920x1080 nvidia quadro m1200m 4gb windows 10 3 authority authority 64 bit
a374,2018 asus vivobook flip 12 11.6 2 1 hd touchscreen tablet w asus stylus pen intel n3350 1.1ghz 4gb 500gb hdd usb c 802.11ac win 10,asus,t8tjg,windows 10 64 bit,2018 asus vivobook flip 12 11.6 2 1 hd touchscreen tablet w asus stylus pen intel n3350 1.1ghz 4gb 500gb hdd usb c 802.11ac win 10 t8tjg windows 64 bit
a375,lenovo flex 4 80sa0003us 2 1 tablet 14.0 inches full hd touchscreen intel core i5 8 gb 1tb hdd windows 10 black,lenovo,flex 4 14 80sa0003us ,windows 10,lenovo flex 4 80sa0003us 2 1 tablet 14.0 inches full hd touchscreen intel core i5 8 gb 1tb hdd windows 10 80sa0003us 
a376,hp spectre x360 13t touch i7 8550u quad core 16gb ddr3 ram512gb ssd 13.3 ips fhd touch gorilla glass win 10 ash – 3 years mcafee internet security antivirus,hp,x360 13t,windows 10 professional,hp spectre x360 13t touch i7 8550u quad core 16gb ddr3 ram512gb ssd 13.3 ips fhd touch gorilla glass win 10 ash – 3 years mcafee internet security antivirus x360 13t windows professional
a377,acer aspire r 14 convertible 14 full hd touch intel core i5 8gb 256gb ssd windows 10 r5 471t 50ud,acer,r5 471t 50ud,windows 10,acer aspire r 14 convertible 14 full hd touch intel core i5 8gb 256gb ssd windows 10 r5 471t 50ud 
a378,2018 hp 15.6 quad core amd e2 7110 apu 1.8ghz 4gb 128gb ssd amd radeon r2 hd super windows 10 black,hp,hp,windows 10,2018 hp 15.6 quad core amd e2 7110 apu 1.8ghz 4gb 128gb ssd amd radeon r2 hd super windows 10 
a379,2018 hp 15.6 amd dual core a6 9220 apu 2.5ghz 4gb ddr4 128gb ssd usb 3.1 hd super windows 10 black,hp,hp,windows 10,2018 hp 15.6 amd dual core a6 9220 apu 2.5ghz 4gb ddr4 128gb ssd usb 3.1 hd super windows 10 
a380,hp x360 2 1 pc 15.6 fhd touchscreen intel i5 7200u dual core 8gb ddr4 1tb hdd radeon dsc 530 b&o windows 10,hp_x360,x360,windows 10,hp x360 2 1 pc 15.6 fhd touchscreen intel i5 7200u dual core 8gb ddr4 1tb hdd radeon dsc 530 b&o windows 10 hp_x360 x360
a381,dell inspiron 15.6 fhd 7th intel core i7 16gb 1 tb hdd amd radeon r7 m445 i5567 7292gry ,dell,i5567 7292gry,windows 10,dell inspiron 15.6 fhd 7th intel core i7 16gb 1 tb hdd amd radeon r7 m445 i5567 7292gry windows 10
a382,lenovo thinkpad x260 12.5 ips fhd 1920x1080 intel core i7 6600u 256gb ssd 16gb ddr4 fp windows 7 upgradeable win 10 pro,lenovo,thinkpad x260 20f6 business,windows 10 windows 7 professional,lenovo thinkpad x260 12.5 ips fhd 1920x1080 intel core i7 6600u 256gb ssd 16gb ddr4 fp windows 7 upgradeable win 10 20f6 professional
a383,samsung np930qaa k01us 9 13.3 2 1 titan ,samsung,np930qaa k01us,windows 10 home,samsung np930qaa k01us 9 13.3 2 1 titan windows 10 home
a384,dell inspiron 17 5000 2018 17.3 hd amd fx 9800p 3.6 ghz quad core 8gb 1tb hdd hdmi win 10 grey,dell_17.3,dell 17.3,windows 10,dell inspiron 17 5000 2018 17.3 hd amd fx 9800p 3.6 ghz quad core 8gb 1tb hdd hdmi win 10 dell_17.3 windows
a385,lenovo yoga 700 2 1 11.6 touch fhd 1920 x 1080 ips pc intel dual core m5 6y54 8gb ddr3 256gb ssd hdmi 7 hours battery windows 10,lenovo,t8tjg,windows 10,lenovo yoga 700 2 1 11.6 touch fhd 1920 x 1080 ips pc intel dual core m5 6y54 8gb ddr3 256gb ssd hdmi 7 hours battery windows 10 t8tjg
a386,asus vivobook flip 14 tp410ua ds52t 14” lightweight 2 1 full hd touchscreen intel core i5 8250u 3.4ghz 8gb ddr4 1tb hybrid hddwindows 10 homestylus included,asus,tp410ua ds52t,windows 10 home,asus vivobook flip 14 tp410ua ds52t 14” lightweight 2 1 full hd touchscreen intel core i5 8250u 3.4ghz 8gb ddr4 1tb hybrid hddwindows 10 homestylus asus
a387,lenovo 17.3 intel core i5 8gb 1tb platinum gray,lenovo inc,80xm00grus,windows 10,lenovo 17.3 intel core i5 8gb 1tb platinum inc 80xm00grus windows 10
a388,msi gs63vr stealth 078 15.6 120hz 3ms i7 7700hq gtx 1070 8g 16gb 256gb ssd 1tb black,msi,gs63vr stealth 078,windows 10 home,msi gs63vr stealth 078 15.6 120hz 3ms i7 7700hq gtx 1070 8g 16gb 256gb ssd 1tb windows home
a389,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 512gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 512gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 
a390,hp x2 detachable intel atom x5 z8350 2gb 32gb emmc windows 10 10 p010nr ,hp,10 p010nr,windows 10,hp x2 detachable intel atom x5 z8350 2gb 32gb emmc windows 10 10 p010nr 
a391,hp pavilion 15 au010wm 15.6 intel core i7 6500u 2.5ghz 12 gb ddr4 2133 sdram 1 tb 5400 rpm sata windows 10 silver,hp,w2l53ua,windows 10,hp pavilion 15 au010wm 15.6 intel core i7 6500u 2.5ghz 12 gb ddr4 2133 sdram 1 tb 5400 rpm sata windows 10 w2l53ua
a392,lg gram 15.6 full hd ips intel core i5 8th gen 8gb 256gb ssd back lit – 15z980 u.aas5u1,lg,15z980 u.aas5u1,windows 10 home,lg gram 15.6 full hd ips intel core i5 8th gen 8gb 256gb ssd back lit – 15z980 u.aas5u1 windows 10 home
a393,lenovo thinkpad e470 intel core i5 6200u 4gb ddr4 500gb hdd & windows 7 14 20h10069us,lenovo,20h10069us,windows 7 professional,lenovo thinkpad e470 intel core i5 6200u 4gb ddr4 500gb hdd & windows 7 14 20h10069us professional
a394,msi 15.6 120hz 3ms i7 7700hq gtx 1070 8gb 16gb 256b ssd ge63vr raider 213 ,msi,ge63vr raider 213,windows 10 home,msi 15.6 120hz 3ms i7 7700hq gtx 1070 8gb 16gb 256b ssd ge63vr raider 213 windows home
a395,lenovo ideapad y700 17.3 fhd pc intel core i7 6700hq 16gb 1tb 128gssd nvidia geforce gtx 960m 4gb windows 10,lenovo,lenvo 17.3 gaming,windows 10,lenovo ideapad y700 17.3 fhd pc intel core i7 6700hq 16gb 1tb 128gssd nvidia geforce gtx 960m 4gb windows 10 lenvo gaming
a396,asus e402wa wh21 lightweight pc amd quad core e2 6110 4gb 64gb windows 10 s,asus,e402wa wh21,windows 10 s,asus e402wa wh21 lightweight pc amd quad core e2 6110 4gb 64gb windows 10 s asus
a397,2018 hp 15.6 touchscreen 8th gen intel quad core i7 8550u 4.0ghz 8gb ddr4 1tb hdd rw hd hdmi windows 10,hp,,windows 10,2018 hp 15.6 touchscreen 8th gen intel quad core i7 8550u 4.0ghz 8gb ddr4 1tb hdd rw hd hdmi windows 10 
a398,dell inspiron 15 7000 series 7577 15.6 full hd intel quad core i7 7700hq 128gb ssd 1 tb hdd 16gb ddr4 nvidia gtx 1060 6gb windows 10,pc,dell inspiron i7577,windows 10 home,dell inspiron 15 7000 series 7577 15.6 full hd intel quad core i7 7700hq 128gb ssd 1 tb hdd 16gb ddr4 nvidia gtx 1060 6gb windows 10 pc i7577 home
a399,lenovo flex 5 15.6 2 1 intel core i7 8 gb 256 gb ssd windows 10 80xb0000us,lenovo,80xb0000us,windows 10,lenovo flex 5 15.6 2 1 intel core i7 8 gb 256 gb ssd windows 10 80xb0000us 
a400,acer aspire 15.6 full hd 1920x1080 2017 7th gen intel core i3 7100u 2.4ghz 4gb 1tb hdd 802.11ac hdmi hd windows 10 home,acer 15.6 fhd i3 4gb 1tb,acer 15.6 fhd i3 4gb 1tb,windows 10,acer aspire 15.6 full hd 1920x1080 2017 7th gen intel core i3 7100u 2.4ghz 4gb 1tb hdd 802.11ac hdmi hd windows 10 acer 15.6 fhd i3 4gb 1tb acer 15.6 fhd i3 4gb 1tb
a401,lenovo yoga 910 80vf002jus 13.9 inches 7th gen i7 7500u 8gb 256gb ssd windows 10 silver,lenovo,80vf002jus,windows 10,lenovo yoga 910 80vf002jus 13.9 inches 7th gen i7 7500u 8gb 256gb ssd windows 10 
a402,lenovo yoga 720 13.3 fhd touch core i5 7200u 8gb 256gb ssd silver,lenovo,80x6002jus,windows 10,lenovo yoga 720 13.3 fhd touch core i5 7200u 8gb 256gb ssd 80x6002jus windows 10
a403,envy x360 2018 hp ryzen micro edge 2 1 15.6 fhd multitouch 4 core amd ryzen 5 2500u 3.6ghz 8gb ddr4 1tb hdd radeon vega,hp,t8tjg,windows 10,envy x360 2018 hp ryzen micro edge 2 1 15.6 fhd multitouch 4 core amd ryzen 5 2500u 3.6ghz 8gb ddr4 1tb hdd radeon vega t8tjg windows 10
a404,cuk asus rog strix gl702vi intel i7 7700hq 32gb 512gb nvme ssd 1tb hdd nvidia gtx 1080 8gb 17.3” full hd ips 120hz windows 10 computer,computer upgrade king,gl702vi,windows 10 x64 bit,cuk asus rog strix gl702vi intel i7 7700hq 32gb 512gb nvme ssd 1tb hdd nvidia gtx 1080 8gb 17.3” full hd ips 120hz windows 10 upgrade king x64 bit
a405,2018 hp pavilion 15.6 full hd pc intel 8th gen core i7 8550u quad core 8gb ddr4 2tb hdd nvidia geforce 940mx windows 10,hp,inspiron 15,windows 10,2018 hp pavilion 15.6 full hd pc intel 8th gen core i7 8550u quad core 8gb ddr4 2tb hdd nvidia geforce 940mx windows 10 inspiron
a406,2018 asus 10.1 touchscreen flip 2 1 chromebook rockchip rk3399 4gb 16gb emmc 802.11ac hdmi chrome silver,asus,,chrome os,2018 asus 10.1 touchscreen flip 2 1 chromebook rockchip rk3399 4gb 16gb emmc 802.11ac hdmi chrome 
a407,dell inspiron 17 5000 series 5770 17.3 full hd 8th gen intel core i7 8550u 4.0 ghz 16gb 256gb ssd 2tb hdd 4gb amd radeon 530 windows 10 silver,dell,dell inspiron i5770,windows 10 pro,dell inspiron 17 5000 series 5770 17.3 full hd 8th gen intel core i7 8550u 4.0 ghz 16gb 256gb ssd 2tb hdd 4gb amd radeon 530 windows 10 i5770
a408,asus rog strix amd ryzen 7 1700 radeon rx580 4gb 17.3” fhd freesync 16gb ddr4 256gb ssd 1tb hdd video editing gl702zc,asus,gl702zc wb74,windows 10,asus rog strix amd ryzen 7 1700 radeon rx580 4gb 17.3” fhd freesync 16gb ddr4 256gb ssd 1tb hdd video editing gl702zc asus gl702zc wb74 windows 10
a409,hp envy 13 intel core i7 7500u 8gb 256gb solid state windows 10 13 ad010nr ,hp,13 ad010nr,windows 10,hp envy 13 intel core i7 7500u 8gb 256gb solid state windows 10 13 ad010nr 
a410,2017 hp pc 15.6 hd intel pentium quad core 8gb 500gb hdd hdmi windows 10,hp,t8tjg,windows 10,2017 hp pc 15.6 hd intel pentium quad core 8gb 500gb hdd hdmi windows 10 t8tjg
a411,2017 asus zenbook flip 2 1 touchscreen laptop7th gen intel core m3 7y30 2.60 ghz 8 gb 256gb solid state 802.11acbluetooth 4.1 windows 10 gray,asus,t8tjg,windows 10,2017 asus zenbook flip 2 1 touchscreen laptop7th gen intel core m3 7y30 2.60 ghz 8 gb 256gb solid state 802.11acbluetooth 4.1 windows 10 asus t8tjg
a412,lenovo ideapad 110 15acl 80tj00lrus 15.6 hd amd a6 7310 2.0ghz 4gb 500gb hdd 4.0 rw windows 10 ,lenovo,lenovo 15,windows 10,lenovo ideapad 110 15acl 80tj00lrus 15.6 hd amd a6 7310 2.0ghz 4gb 500gb hdd 4.0 rw windows 10 
a413,apple macbook air 13 2.2ghz core i7 8gb 512gb bto 2017,apple,t8tjg,mac sierra,apple macbook air 13 2.2ghz core i7 8gb 512gb bto 2017 t8tjg sierra
a414,samsung chromebook 3 xe500c13 k02us 4 gb 16gb emmc 11.6 ,samsung,xe500c13 k02us,chrome,samsung chromebook 3 xe500c13 k02us 4 gb 16gb emmc 11.6 
a415,asus c100pa db02 10.1 touch chromebook flip 1.8ghz 4gb 16gb emmc google all usb c google store ready,asus,c100pa db02,chrome,asus c100pa db02 10.1 touch chromebook flip 1.8ghz 4gb 16gb emmc google all usb c google store ready asus
a416,cuk msi gs63vr stealth vr ready intel i7 7700hq 32gb 512gb nvme ssd 2tb hdd 15.6 full hd 120hz 3ms nvidia gtx max q 1070 8gb window 10 computer,computer upgrade king,gs63vr,windows 10 x64 bit,cuk msi gs63vr stealth vr ready intel i7 7700hq 32gb 512gb nvme ssd 2tb hdd 15.6 full hd 120hz 3ms nvidia gtx max q 1070 8gb window 10 upgrade king windows x64 bit
a417,hp chromebook 14 intel celeron 4gb 16gb 14.0 google chromebook pc ,hp,chromebook 14,chrome os,hp chromebook 14 intel celeron 4gb 16gb 14.0 google chromebook pc os
a418,2017 dell inspiron 15.6 hd truelife pc intel core i7 7500u 2.7ghz 8gb ddr4 512gb ssd hdmi windows 10 professional,dell,insprion i5566,windows 10 professional,2017 dell inspiron 15.6 hd truelife pc intel core i7 7500u 2.7ghz 8gb ddr4 512gb ssd hdmi windows 10 insprion i5566
a419,alienware aw13r2 8344slv 13 qhd touchscreen 6th intel core i7 16 gb 256 gb ssd nvidia geforce gtx 960mwindows 10 silver,alienware,aw13r2 8344slv,windows 10,alienware aw13r2 8344slv 13 qhd touchscreen 6th intel core i7 16 gb 256 gb ssd nvidia geforce gtx 960mwindows 10 
