id,product_title,brand,model,operating_system,extended_title
w321,refurbished panasonic toughbook 19 cf 195dyaalm 8 gb convertible 10 semi rugged 8gb ram,panasonic,cf 195dyaalm,microsoft windows,refurbished panasonic toughbook 19 cf 195dyaalm 8 gb convertible 10 semi rugged 8gb cf 195dyaalm microsoft windows
w322,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 1tb hdd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me9,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 1tb hdd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me9 microsoft windows
w323,asus zenbook flip ux461ua slim convertible 2 1 14” intel 8th gen i5 quad core 8gb 256gb ssd 14 full hd 1920x1080 touchscreen usb c stylus pen win 10 ,michaelelectronics2,asu 14 07079 fhd me1,microsoft windows,asus zenbook flip ux461ua slim convertible 2 1 14” intel 8th gen i5 quad core 8gb 256gb ssd 14 full hd 1920x1080 touchscreen usb c stylus pen win 10 asu 14 07079 fhd me1 microsoft windows
w324,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 240gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me3,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 240gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me3 microsoft windows
w325,asus ux461ua ds51t zenbook flip slim 2 1 14” fhd wideview intel core i5 8th gen 8gb 256gb ssd windows 10 stylus pen,michaelelectronics2,asu 14 07079 fhd me,microsoft windows,asus ux461ua ds51t zenbook flip slim 2 1 14” fhd wideview intel core i5 8th gen 8gb 256gb ssd windows 10 stylus pen asu 14 07079 fhd me microsoft
w326,refurbished hp elitebook 2760p lj466ut 12 tablet pc intel core i5 2540m 2.6ghz ...,hp,,,refurbished hp elitebook 2760p lj466ut 12 tablet pc intel core i5 2540m 2.6ghz ... 
w327,dell xps 12 9250 intel core m5 6y54 x2 1.1ghz 8gb 256gb ssd 12.5 win10black ,dell,x92504128 2sa rfb,windows 10,dell xps 12 9250 intel core m5 6y54 x2 1.1ghz 8gb 256gb ssd 12.5 win10black x92504128 2sa rfb windows
w328,dell xps 12 9250 intel core m5 6y54 x2 1.1ghz 8gb 256gb ssd 12.5 win10black ,dell,,,dell xps 12 9250 intel core m5 6y54 x2 1.1ghz 8gb 256gb ssd 12.5 win10black 
w329,refurbished lenovo thinkpad yoga 370 20jh002fus 13.3 touchscreen lcd 2 1 intel core i7 7th gen i7 7500u dual core 2 core 2.70 ghz 8 gb ddr4 sdram 256 gb ssd windows 10 pro,,,,refurbished lenovo thinkpad yoga 370 20jh002fus 13.3 touchscreen lcd 2 1 intel core i7 7th gen i7 7500u dual core 2 core 2.70 ghz 8 gb ddr4 sdram 256 gb ssd windows 10 
w330,lenovo thinkpad yoga 370 20jh002fus 13.3 touchscreen lcd 2 1 ,lenovo,20jh002fus,windows 10 edition,lenovo thinkpad yoga 370 20jh002fus 13.3 touchscreen lcd 2 1 20jh002fus windows 10 edition
w331,dell xps 13 9365 intel core i5 7y54 x2 1.2ghz 8gb 256gb ssd 13.3 silver  ,dell,1494584457 rfb,microsoft windows 10professional,dell xps 13 9365 intel core i5 7y54 x2 1.2ghz 8gb 256gb ssd 13.3 silver  1494584457 rfb microsoft windows 10professional
w332,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 1tb hdd 128gb ssd 15.6inch fhd 1920x1080 touchscreen win10 ash silver,michaelelectronics2,hp 15 02336 x360 fhd me15,microsoft windows,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 1tb hdd 128gb ssd 15.6inch fhd 1920x1080 touchscreen win10 ash hp 15 02336 x360 fhd me15 microsoft windows
w333,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 512gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me5,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 512gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me5 microsoft windows
w334,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 1tb hdd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me2,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 1tb hdd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me2 microsoft windows
w335,dell latitude 13 3379 2 1 13.3 core i5 6300u 8 gb 256 gb ssd,dell,21fnp,windows 10 french spanish ,dell latitude 13 3379 2 1 13.3 core i5 6300u 8 gb 256 gb ssd 21fnp windows 10 french spanish 
w336,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 1tb hdd 512gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me19,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 1tb hdd 512gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me19 microsoft windows
w337,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 2tb hdd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me15,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 2tb hdd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me15 microsoft windows
w338,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 16gb 1tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 ,michaelelectronics2,hp envy x360 15t fhd touch laptop,microsoft windows,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 16gb 1tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 envy 15t microsoft windows
w339,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 1tb hdd 128gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me23,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 1tb hdd 128gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me23 microsoft windows
w340,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 32gb 1tb hdd 15.6 fhd 1920 x 1080 touchscreen win10 ash silver,michaelelectronics2,hp 15 02336 x360 fhd me3,microsoft windows,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 32gb 1tb hdd 15.6 fhd 1920 x 1080 touchscreen win10 ash hp 15 02336 x360 fhd me3 microsoft windows
w341,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 1tb hdd 128gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me18,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 1tb hdd 128gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me18 microsoft windows
w342,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 1tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash silver,michaelelectronics2,hp 15 02336 x360 fhd me11,microsoft windows,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 1tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash hp 15 02336 x360 fhd me11 microsoft windows
w343,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 2tb hdd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me8,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 2tb hdd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me8 microsoft windows
w344,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash silver,michaelelectronics2,hp 15 02336 x360 fhd me7,microsoft windows,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash hp 15 02336 x360 fhd me7 microsoft windows
w345,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 240gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me11,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 240gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me11 microsoft windows
w346,hp elite x2 1012 g1 12 [in plane switching [ips] technology brightview] 2 1 intel core m [6th gen] m3 6y30 dual core [2 core] 900 mhz hybrid 4 gb lpddr3 128 gb w0s20ut aba ,hp,w0s20ut#aba,windows 10,hp elite x2 1012 g1 12 [in plane switching [ips] technology brightview] 2 1 intel core m [6th gen] m3 6y30 dual core [2 core] 900 mhz hybrid 4 gb lpddr3 128 gb w0s20ut aba hp w0s20ut#aba windows
w347,dell xps 13 9365 intel core i5 7300u x2 2.6ghz 8gb 500gb 13.3 win10 silver  scratch dent ,dell,1495008102 rfb,microsoft windows 10professional,dell xps 13 9365 intel core i5 7300u x2 2.6ghz 8gb 500gb 13.3 win10 silver  scratch dent 1495008102 rfb microsoft windows 10professional
w348,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 1tb hdd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me10,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 1tb hdd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me10 microsoft windows
w349,asus zenbook flip ux461ua slim convertible 2 1 14” intel 8th gen i5 quad core 8gb 512gb ssd 14 full hd 1920x1080 touchscreen usb c stylus pen win 10 ,michaelelectronics2,asu 14 07079 fhd me2,microsoft windows,asus zenbook flip ux461ua slim convertible 2 1 14” intel 8th gen i5 quad core 8gb 512gb ssd 14 full hd 1920x1080 touchscreen usb c stylus pen win 10 asu 14 07079 fhd me2 microsoft windows
w350,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 240gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me4,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 240gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me4 microsoft windows
w351,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 512gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me13,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 512gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me13 microsoft windows
w352,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 16gb 1tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 ,michaelelectronics2,hp envy x360 15t fhd touch laptop,microsoft windows,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 16gb 1tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 envy 15t microsoft windows
w353,dell xps 13 9365 intel core i7 7y75 x2 1.3ghz 16gb 256gb ssd 13.3 ,dell,1490197265 rfb,microsoft windows 10professional,dell xps 13 9365 intel core i7 7y75 x2 1.3ghz 16gb 256gb ssd 13.3 1490197265 rfb microsoft windows 10professional
w354,dell xps 13 9365 intel core i7 7y75 x2 1.3ghz 16gb 512gb ssd 13.3 silver  ,dell,1490197266 rfb,microsoft windows 10professional,dell xps 13 9365 intel core i7 7y75 x2 1.3ghz 16gb 512gb ssd 13.3 silver  1490197266 rfb microsoft windows 10professional
w355,lenovo thinkpad yoga 370 13.3 core i5 7200u 4 gb 128 gb ssd,lenovo,20jh0023us,windows 10 ,lenovo thinkpad yoga 370 13.3 core i5 7200u 4 gb 128 gb ssd 20jh0023us windows 10 
w356,lenovo thinkpad yoga 260 12.5 convertible w intel i3 & 128gb ssd,lenovo,20fd0001us,windows 10,lenovo thinkpad yoga 260 12.5 convertible w intel i3 & 128gb ssd 20fd0001us windows 10
w357,lenovo thinkpad yoga 260 convertible multimode intel core i7 6500u 8gb 256gb ssd 12.5 ips full hd 1920x1080 touchscreen digitizer pen windows 7 64 bit,lenovo,,windows 7,lenovo thinkpad yoga 260 convertible multimode intel core i7 6500u 8gb 256gb ssd 12.5 ips full hd 1920x1080 touchscreen digitizer pen windows 7 
w358,lenovo thinkpad yoga 260 convertible multimode intel core i7 6500u 8gb 256gb ssd 12.5 ips full hd 1920x1080 touchscreen digitizer pen windows 8.1 64 bit,lenovo,,windows 8,lenovo thinkpad yoga 260 convertible multimode intel core i7 6500u 8gb 256gb ssd 12.5 ips full hd 1920x1080 touchscreen digitizer pen windows 8.1 
w359,lenovo thinkpad yoga 260 convertible multimode intel core i7 6500u 8gb 256gb ssd 12.5 ips full hd 1920x1080 touchscreen digitizer pen windows 10 64 bit,lenovo,,windows 10,lenovo thinkpad yoga 260 convertible multimode intel core i7 6500u 8gb 256gb ssd 12.5 ips full hd 1920x1080 touchscreen digitizer pen windows 10 
w360,dell xps 13 9365 intel core i5 7y54 x2 1.2ghz 8gb 256gb ssd 13.3 silver  ,dell,1491384623 rfb,microsoft windows 10professional,dell xps 13 9365 intel core i5 7y54 x2 1.2ghz 8gb 256gb ssd 13.3 silver  1491384623 rfb microsoft windows 10professional
w361,refurbished dell xps 13 9365 2 1 i7 7y75 8gb 256gb ssd fhd touch infinity windows 10 fingerprint,dell,,,refurbished dell xps 13 9365 2 1 i7 7y75 8gb 256gb ssd fhd touch infinity windows 10 
w362,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 1tb hdd 512gb ssd 15.6inch fhd 1920x1080 touchscreen win10 ash silver,michaelelectronics2,hp 15 02336 x360 fhd me17,microsoft windows,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 1tb hdd 512gb ssd 15.6inch fhd 1920x1080 touchscreen win10 ash hp 15 02336 x360 fhd me17 microsoft windows
w363,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 512gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me6,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 512gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me6 microsoft windows
w364,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 1tb hdd 512gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me25,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 1tb hdd 512gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me25 microsoft windows
w365,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 32gb 240gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash silver,michaelelectronics2,hp 15 02336 x360 fhd me6,microsoft windows,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 32gb 240gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash hp 15 02336 x360 fhd me6 microsoft windows
w366,lenovo thinkpad yoga 370 13.3 core i5 7200u 4 gb 256 gb ssd,lenovo,20jh002cus,windows 10 ,lenovo thinkpad yoga 370 13.3 core i5 7200u 4 gb 256 gb ssd 20jh002cus windows 10 
w367,dell xps 13 9365 intel core i7 7y75 x2 1.3ghz 16gb 512gb ssd 13.3 silver  ,dell,1490197268 rfb,microsoft windows 10professional,dell xps 13 9365 intel core i7 7y75 x2 1.3ghz 16gb 512gb ssd 13.3 silver  1490197268 rfb microsoft windows 10professional
w368,asus zenbook flip ux461ua slim convertible 2 1 14” intel 8th gen i5 quad core 8gb 1tb ssd 14 full hd 1920x1080 touchscreen usb c stylus pen win 10 ,michaelelectronics2,asu 14 07079 fhd me3,microsoft windows,asus zenbook flip ux461ua slim convertible 2 1 14” intel 8th gen i5 quad core 8gb 1tb ssd 14 full hd 1920x1080 touchscreen usb c stylus pen win 10 asu 14 07079 fhd me3 microsoft windows
w369,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 16gb 1tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 ,michaelelectronics2,hp envy x360 15t fhd touch laptop,microsoft windows,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 16gb 1tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 envy 15t microsoft windows
w370,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 1tb hdd 512gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me20,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 1tb hdd 512gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me20 microsoft windows
w371,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 2tb hdd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me16,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 2tb hdd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me16 microsoft windows
w372,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 1tb hdd 128gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me24,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 32gb 1tb hdd 128gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me24 microsoft windows
w373,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 32gb 1tb hdd 128gb ssd 15.6inch fhd 1920x1080 touchscreen win10 ash silver,michaelelectronics2,hp 15 02336 x360 fhd me16,microsoft windows,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 32gb 1tb hdd 128gb ssd 15.6inch fhd 1920x1080 touchscreen win10 ash hp 15 02336 x360 fhd me16 microsoft windows
w374,microsoft surface book 13.5 touchscreen 2 1 intel ,microsoft,,windows 10 edition,microsoft surface book 13.5 touchscreen 2 1 intel windows 10 edition
w375,hp elitebook x360 1030 g2 13.3 core i5 7200u 8 gb 128 gb ssd us,hp,1nm36ut#aba,windows 10,hp elitebook x360 1030 g2 13.3 core i5 7200u 8 gb 128 gb ssd us 1nm36ut#aba windows
w376,lenovo yoga y720 13 convertible 2 1 pc intel 8th gen i7 quad core 13.3 1920x1080 full hd touch 16gb 512gb ssd thunderbolt win 10 ,michaelelectronics2,len 13 01235 fhd me4,microsoft windows,lenovo yoga y720 13 convertible 2 1 pc intel 8th gen i7 quad core 13.3 1920x1080 full hd touch 16gb 512gb ssd thunderbolt win 10 len 13 01235 fhd me4 microsoft windows
w377,lenovo thinkpad yoga 260 convertible multimode intel core i7 6500u 16gb 256gb ssd 12.5 ips full hd 1920x1080 touchscreen digitizer pen windows 8.1 64 bit,lenovo,,windows 8,lenovo thinkpad yoga 260 convertible multimode intel core i7 6500u 16gb 256gb ssd 12.5 ips full hd 1920x1080 touchscreen digitizer pen windows 8.1 
w378,lenovo thinkpad yoga 260 convertible multimode intel core i7 6500u 16gb 256gb ssd 12.5 ips full hd 1920x1080 touchscreen digitizer pen windows 7 64 bit,lenovo,,windows 7,lenovo thinkpad yoga 260 convertible multimode intel core i7 6500u 16gb 256gb ssd 12.5 ips full hd 1920x1080 touchscreen digitizer pen windows 7 
w379,lenovo thinkpad yoga 260 convertible multimode intel core i7 6500u 16gb 256gb ssd 12.5 ips full hd 1920x1080 touchscreen digitizer pen windows 10 64 bit,lenovo,,windows 10,lenovo thinkpad yoga 260 convertible multimode intel core i7 6500u 16gb 256gb ssd 12.5 ips full hd 1920x1080 touchscreen digitizer pen windows 10 
w380,refurbished dell xps 13 9365 2 1 i7 7y75 16gb 256gb ssd fhd touch infinity windows 10 fingerprint,dell,,,refurbished dell xps 13 9365 2 1 i7 7y75 16gb 256gb ssd fhd touch infinity windows 10 
w381,dell xps 13 9365 intel core i5 7y57 x2 1.2ghz 8gb 256gb ssd 13.3 silver  ,dell,1496827470 rfb,microsoft windows 10professional,dell xps 13 9365 intel core i5 7y57 x2 1.2ghz 8gb 256gb ssd 13.3 silver  1496827470 rfb microsoft windows 10professional
w382,refurbished dell xps 13 9365 2 1 i7 7y75 16gb 256gb ssd fhd touch w10,dell,,windows 10,refurbished dell xps 13 9365 2 1 i7 7y75 16gb 256gb ssd fhd touch w10 windows
w383,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 32gb 1tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 ,michaelelectronics2,hp envy x360 15t fhd touch laptop,microsoft windows,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 32gb 1tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 envy 15t microsoft windows
w384,asus zenbook flip ux461ua slim convertible 2 1 14” intel 8th gen i5 quad core 8gb 512gb ssd 14 full hd 1920x1080 touchscreen usb c stylus pen win 10 ,michaelelectronics2,asu 14 07079 fhd me5,microsoft windows,asus zenbook flip ux461ua slim convertible 2 1 14” intel 8th gen i5 quad core 8gb 512gb ssd 14 full hd 1920x1080 touchscreen usb c stylus pen win 10 asu 14 07079 fhd me5 microsoft windows
